DataId,时间,分类,类型,金额,币种,账户1,账户2,备注,已报销,手续费,优惠券,记账者,账单标记,账单图片
qj162955292176315342,2021/8/21 21:34,水果,支出,19,CNY,,,橙子,,,,,null,
qj162953987070714800,2021/8/21 17:57,外卖,支出,37,CNY,,,龙虾拌饭,,,,,null,
qj162947033783015590,2021/8/20 22:37,三餐,支出,100,CNY,,,小组伙食费,,,,,null,
qj162933262321219369,2021/8/19 8:23,三餐,支出,100,CNY,,,饭卡,,,,,null,
qj162928679898311589,2021/8/18 19:39,晚餐,支出,16,CNY,,,水饺,,,,,null,
qj162919922212913597,2021/8/17 19:20,晚餐,支出,17,CNY,,,青瓜炒肉,,,,,null,
qj162918115555512916,2021/8/17 14:18,付费会员,支出,7,CNY,,,qq音乐,,,,,null,
qj162917226560312513,2021/8/17 11:50,三餐,支出,100,CNY,,,雪谷饭卡,,,,,null,
qj162902093880414170,2021/8/15 17:48,外卖,支出,34,CNY,,,饺子,,,,,null,
qj162899403433519033,2021/8/15 10:20,早餐,支出,13,CNY,,,五谷玉米粉,,,,,null,
qj162894759902713277,2021/8/14 21:26,饮料,支出,26,CNY,,,,,,,,null,
qj162894652037613055,2021/8/14 21:08,自行车,支出,1.5,CNY,,,共享,,,,,null,
qj162894172334518498,2021/8/14 19:48,自行车,支出,1.5,CNY,,,共享,,,,,null,
qj162893457456317734,2021/8/14 17:48,外卖,支出,19,CNY,,,手撕鸡咖喱饭,,,,,null,
qj162891134936810263,2021/8/14 11:22,午餐,支出,8,CNY,,,买菜,,,,,null,
qj162890858737615412,2021/8/14 10:36,自行车,支出,1.5,CNY,,,共享,,,,,null,
qj162890719411512489,2021/8/14 10:13,打车,支出,10,CNY,,,滴滴,,,,,null,
qj162890718399518833,2021/8/14 10:12,水果,支出,9,CNY,,,梨子,,,,,null,
qj162886139292117250,2021/8/13 21:29,聚会,支出,90,CNY,,,烤鱼,,,,,null,
qj162881340547014692,2021/8/13 8:08,购物,支出,77,CNY,,,漱口水,,,,,null,
qj162876980793015266,2021/8/12 20:03,外卖,支出,19,CNY,,,牛排饭,,,,,null,
qj162876979683014627,2021/8/12 20:03,理发,支出,35,CNY,,,,,,,,null,
qj162851725171011167,2021/8/9 21:53,水电煤,支出,125.25,CNY,,,,,,,,null,
qj162846861801419356,2021/8/9 8:23,话费网费,支出,20,CNY,,,网费,,,,,null,
qj162843205371910891,2021/8/8 22:14,外卖,支出,17,CNY,,,汉堡炸鸡,,,,,null,
qj162841064338915326,2021/8/8 16:17,晚餐,支出,14,CNY,,,饭团,,,,,null,
qj162840636289515041,2021/8/8 15:05,三餐,支出,15,CNY,,,桶装水,,,,,null,
qj162838651100919090,2021/8/8 9:34,早餐,支出,16,CNY,,,五谷肉沫粉,,,,,null,
qj162830348750818073,2021/8/7 10:31,早餐,支出,7,CNY,,,酸菜饼，酱香饼,,,,,null,
qj162825558879411091,2021/8/6 21:12,聚会,支出,30,CNY,,,组长见面会,,,,,null,
qj162824929879816922,2021/8/6 19:28,晚餐,支出,16,CNY,,,五谷五花肉粉,,,,,null,
qj162813570758518556,2021/8/5 11:54,付费会员,支出,15,CNY,,,腾讯视频,,,,,null,
qj162803591393312207,2021/8/4 8:11,三餐,支出,49,CNY,,,话费,,,,,null,
qj162799505752515498,2021/8/3 20:50,零食,支出,11,CNY,,,口香糖,,,,,null,
qj162799292051915171,2021/8/3 20:15,外卖,支出,15,CNY,,,咖喱饭,,,,,null,
qj162783347107912473,2021/8/1 23:57,晚餐,支出,27,CNY,,,益禾糖水店,,,,,null,
qj162781146871111416,2021/8/1 17:50,午餐,支出,11,CNY,,,虾粥,,,,,null,
qj162778769483713993,2021/8/1 11:14,早餐,支出,7,CNY,,,酱香饼，酸菜饼,,,,,null,
qj162772543346719787,2021/7/31 17:56,外卖,支出,22,CNY,,,卤肉鸡排饭,,,,,null,
qj162769839418710067,2021/7/31 10:26,水果,支出,10,CNY,,,火龙果,,,,,null,
qj162769838573012236,2021/7/31 10:26,日用品,支出,2.5,CNY,,,筷子,,,,,null,
qj162769837829315308,2021/7/31 10:26,日用品,支出,20,CNY,,,纸巾,,,,,null,
qj162766611857113804,2021/7/31 1:27,书籍,支出,70,CNY,,,反爬虫原理与绕过实战,,,,,null,
qj162765816387912003,2021/7/30 23:15,饮料,支出,28,CNY,,,,,,,,null,
qj162751894299615352,2021/7/29 8:34,三餐,支出,100,CNY,,,雪古饭卡,,,,,null,
qj162751870745011046,2021/7/29 8:31,三餐,支出,50,CNY,,,饭卡,,,,,null,
qj162739196810812624,2021/7/27 21:18,晚餐,支出,13,CNY,,,土豆丝盖饭,,,,,null,
qj162738041363516312,2021/7/27 18:06,外卖,支出,12,CNY,,,香菇滑鸡荷叶饭,,,,,null,
qj162737770251513327,2021/7/27 17:21,三餐,支出,50,CNY,,,饭卡,,,,,null,
qj162725726402115542,2021/7/26 7:54,早餐,支出,4,CNY,,,烧麦,,,,,null,
qj162720950053017901,2021/7/25 18:38,日用品,支出,15,CNY,,,桶装水,,,,,null,
qj162720348249117427,2021/7/25 16:57,外卖,支出,9,CNY,,,滑蛋饭,,,,,null,
qj162712601643114840,2021/7/24 19:26,外卖,支出,14,CNY,,,芝士南瓜肌肉饭,,,,,null,
qj162712375135712305,2021/7/24 18:47,书籍,支出,55,CNY,,,sas编程,,,,,null,
qj162709734258110768,2021/7/24 11:28,聚会,支出,53,CNY,,,,,,,,null,
qj162703945775410147,2021/7/23 19:23,零食,支出,10,CNY,,,薯片,,,,,null,
qj162703841041114782,2021/7/23 19:06,水果,支出,7.4,CNY,,,布林，李子,,,,,null,
qj162703695884717524,2021/7/23 18:42,外卖,支出,13,CNY,,,烤肉饭,,,,,null,
qj162701051309417573,2021/7/23 11:21,三餐,支出,100,CNY,,,黎航饭卡,,,,,null,
qj162700965409212544,2021/7/23 11:07,三餐,支出,100,CNY,,,高扬饭卡,,,,,null,
qj162700327178010897,2021/7/23 9:20,三餐,支出,100,CNY,,,雪谷饭卡,,,,,null,
qj162692829402512561,2021/7/22 12:31,午餐,支出,13,CNY,,,重庆小面,,,,,null,
qj162685463432710043,2021/7/21 16:03,午餐,支出,12,CNY,,,食堂,,,,,null,
qj162684202096310214,2021/7/21 12:33,三餐,支出,100,CNY,,,饭卡,,,,,null,
qj162678787575710530,2021/7/20 21:30,晚餐,支出,12,CNY,,,食堂,,,,,null,
qj162678784696911373,2021/7/20 21:30,午餐,支出,18,CNY,,,铁板,,,,,null,
qj162673934943610095,2021/7/20 8:02,早餐,支出,4,CNY,,,烧麦,,,,,null,
qj162669054586810211,2021/7/19 18:28,外卖,支出,17,CNY,,,叉烧拉面,,,,,null,
qj162661675696611367,2021/7/18 21:58,请客送礼,支出,50,CNY,,,请陶昆吃饭，游千灯湖公园,,,,,null,
qj162651440465915362,2021/7/17 17:32,外卖,支出,14,CNY,,,咖喱鸡排饭,,,,,null,
qj162651335236319442,2021/7/17 17:15,理发,支出,48,CNY,,,,,,,,null,
qj162651331121817073,2021/7/17 17:15,三餐,支出,48,CNY,,,,,,,,null,
qj162649032699811024,2021/7/17 10:51,日用品,支出,4,CNY,,,棉签,,,,,null,
qj162649031359419636,2021/7/17 10:51,日用品,支出,8,CNY,,,牙刷,,,,,null,
qj162648886948118151,2021/7/17 10:27,水果,支出,3,CNY,,,甜桃,,,,,null,
qj162648885044117704,2021/7/17 10:27,水果,支出,12,CNY,,,橙子,,,,,null,
qj162635524985815093,2021/7/15 21:20,日用品,支出,14,CNY,,,牙膏,,,,,null,
qj162635523143512901,2021/7/15 21:20,聚会,支出,85,CNY,,,苑仪生日请吃饭,,,,,null,
qj162618208234911977,2021/7/13 21:14,日用品,支出,15,CNY,,,桶装水,,,,,null,
qj162618207073616909,2021/7/13 21:14,午餐,支出,7,CNY,,,食堂,,,,,null,
qj162617510990413511,2021/7/13 19:18,晚餐,支出,17,CNY,,,卤味,,,,,null,
qj162609668659214628,2021/7/12 21:30,购物,支出,9,CNY,,,米,,,,,null,
qj162607191671315531,2021/7/12 14:38,饮料,支出,15,CNY,,,奶茶,,,,,null,
qj162599612347718709,2021/7/11 17:34,付费会员,支出,6,CNY,,,饿了么,,,,,null,
qj162599605247215515,2021/7/11 17:34,外卖,支出,15,CNY,,,饺子,,,,,null,
qj162598046247719263,2021/7/11 13:11,旅行,支出,17,CNY,,,入职资料,,,,,null,
qj162598030244314933,2021/7/11 13:11,早餐,支出,1.5,CNY,,,包子,,,,,null,
qj162593946651810036,2021/7/11 1:49,聚会,支出,150,CNY,,,跟第二批聚会,,,,,null,
qj162593926696113130,2021/7/11 1:47,交通,支出,9,CNY,,,滴滴，宿舍去万达,,,,,null,
qj162583864344117635,2021/7/9 21:48,水果,支出,12,CNY,,,山竹,,,,,null,
qj162583861880814796,2021/7/9 21:48,水果,支出,3.5,CNY,,,芒果,,,,,null,
qj162583112885314656,2021/7/9 19:45,外卖,支出,17,CNY,,,鸡腿饭,,,,,null,
qj162576005148011903,2021/7/9 0:00,晚餐,支出,35,CNY,,,宜家,,,,,null,
qj162567060456916653,2021/7/7 23:09,话费网费,支出,20,CNY,,,宽带,,,,,null,
qj162565928868515672,2021/7/7 20:01,水电煤,支出,76,CNY,,,,,,,,null,
qj162540577237217562,2021/7/4 21:35,晚餐,支出,55,CNY,,,烤鱼,,,,,null,
qj162540575269718172,2021/7/4 21:35,日用品,支出,15,CNY,,,洗发露，沐浴露,,,,,null,
qj162539336529315616,2021/7/4 18:08,零食,支出,118,CNY,,,牛板筋，牛奶,,,,,null,
qj162539183632218183,2021/7/4 17:42,购物,支出,33,CNY,,,老干妈辣椒,,,,,null,
qj162531223107716067,2021/7/3 19:36,晚餐,支出,34,CNY,,,做饭,,,,,null,
qj162528762241011288,2021/7/3 12:46,日用品,支出,15,CNY,,,桶装水,,,,,null,
qj162528747527116381,2021/7/3 12:43,外卖,支出,13,CNY,,,晚，韩式孜然肉丝拌饭,,,,,null,
qj162528739343715101,2021/7/3 12:42,早餐,支出,4.5,CNY,,,包子，春卷,,,,,null,
qj162528735965417093,2021/7/3 12:41,请客送礼,支出,134,CNY,,,请沛，姚吃饭,,,,,null,
qj162528726615117469,2021/7/3 12:40,饮料,支出,53,CNY,,,奶茶,,,,,null,
qj162528718124915618,2021/7/3 12:38,地铁,支出,6,CNY,,,去找沛,,,,,null,
qj162510054169318425,2021/7/1 8:48,早餐,支出,3,CNY,,,酱香饼,,,,,null,
qj162510052015012131,2021/7/1 8:48,话费网费,支出,100,CNY,,,话费,,,,,null,
